OBSID,RA,DEC
0723160201,147.47275,17.0901388888889
0141980101,23.2535416666667,30.7686111111111
0030140301,194.349791666667,-30.3949722222222
0550540101,187.246583333333,14.0060555555556
0823990201,282.052916666667,-3.14902777777778
0505880301,169.79475,15.5097777777778
0763120201,11.1189166666667,41.5005555555556
0205190201,207.379583333333,26.9018611111111
0037982601,35.1449166666667,-3.48072222222222
0673002343,352.212541666667,-0.316916666666667
0764190301,265.710791666667,-29.2268888888889
0001730201,263.657916666667,-32.556
0720440101,83.4380833333333,-72.0946388888889
0111970901,2.88045833333333,-11.4919444444444
0677670140,31.147625,-6.16505555555556
0037950101,198.844333333333,-16.3573611111111
0094360501,198.363083333333,36.6224444444444
0600460235,138.259666666667,18.4407777777778
0404960601,35.4758333333333,-4.15241666666667
0037981401,36.6434166666667,-3.14938888888889
0747410139,21.3734583333333,-0.142111111111111
0677590137,38.170625,-4.83441666666667
0110970501,48.6911666666667,-55.07725
0727780301,238.943958333333,11.1650833333333
0300530301,194.968958333333,27.9142777777778
0304071601,169.462083333333,41.3658333333333
0012440101,14.0835,-1.32483333333333
0782170601,266.268958333333,-30.5696666666667
0551870301,188.076958333333,12.5316944444444
0795680201,51.2615,-60.717
0693460101,65.40775,-15.9826388888889
0103861601,16.26575,-58.4424722222222
0136740101,137.36825,-9.69705555555556
0554680201,225.285541666667,1.72772222222222
0820912001,270.720791666667,37.4997222222222
0600540501,1.55529166666667,20.2173055555556
0201530101,86.7845,0.336611111111111
0720731601,276.395041666667,-9.61211111111111
0675010301,324.159333333333,-63.1184166666667
0602420401,274.927791666667,74.5475833333333
0804090601,228.995375,56.2746666666667
0142270101,87.6577083333333,-32.245
0118300401,117.180583333333,-67.75025
0302350801,150.337166666667,2.23838888888889
0304071001,197.412041666667,40.7718888888889
0406424501,259.964708333333,58.8526388888889
0133120101,82.2457083333333,-65.4478333333333
0692110501,70.9570416666667,31.7682222222222
0603250101,156.889791666667,53.6515277777778
0606371501,23.182375,30.525
0783013301,118.920375,-3.17272222222222
0102640501,23.234375,30.3751666666667
0136020601,305.183458333333,40.6878333333333
0600530301,9.19704166666667,53.90625
0152020101,11.875125,-25.2926944444444
0820311101,349.451541666667,-9.16661111111111
0827011101,187.714208333333,10.5458055555556
0203060101,349.982541666667,78.9897777777778
0782530701,160.28575,6.84780555555556
0002942301,17.898625,-38.0933611111111
0070341001,207.676833333333,60.1016666666667
0147580401,356.878916666667,0.883444444444444
0111070201,248.114333333333,-67.4828055555556
0821530101,21.3894583333333,34.7299444444444
0743950101,146.524541666667,9.89463888888889
0720700101,67.3799583333333,-2.86516666666667
0302883201,266.647125,-28.6228055555556
0744411301,55.7417083333333,-53.24525
0021750701,252.123333333333,-69.0048333333333
0555650301,243.907708333333,-22.7369444444444
0032140201,345.599291666667,8.62513888888889
0135940201,199.582166666667,32.6534166666667
0658200101,94.0641666666667,-57.78325
0205070401,110.4725,55.7926944444444
0302760801,278.147666666667,-25.5831666666667
0650620201,37.0333333333333,52.5291111111111
0810600101,9.8195,-8.41252777777778
0065820501,277.477,1.23225
0111260501,227.563791666667,57.0553611111111
0094380201,300.061875,65.1376388888889
0552810301,182.515333333333,-52.4687777777778
0677740132,356.360458333333,-53.8776111111111
0804410101,139.0515,-0.416027777777778
0105261501,203.505416666667,-31.5346388888889
0810230701,161.051583333333,-69.2765833333333
0747190832,32.005875,-6.51772222222222
0720581001,316.766041666667,38.7329444444444
0112440401,287.836208333333,0.564333333333333
0651471001,65.00625,-50.3514722222222
0204460101,356.965541666667,-28.1558055555556
0690751501,86.8336666666667,-70.2926944444444
0203360401,150.603208333333,1.9875
0065770101,8.227625,39.5628055555555
0163360201,120.81325,-39.9118055555556
0555780801,53.1229583333333,-27.8360555555556
0853980701,302.006541666667,-44.5996111111111
0651281001,17.0952083333333,-16.0882777777778
0655590201,21.8565,19.1911944444444
0694920101,277.205791666667,-11.4308611111111
0200250101,139.827791666667,69.2321944444444
0101640401,206.134208333333,55.8720833333333
0111290101,147.69575,39.4771666666667
0604873942,349.130083333333,-56.1577222222222
0656780701,314.605166666667,43.8809722222222
0137950301,263.571875,-26.1133055555556
0655340155,134.995333333333,-3.2255
0827211301,52.9502083333333,-28.4772777777778
0125911901,194.273208333333,22.0065
0065940101,64.614875,38.0057777777778
0163960501,254.439583333333,35.3699166666667
0827020201,179.831791666667,49.8013888888889
0203280201,121.408375,24.1376388888889
0059753001,242.800708333333,54.2247222222222
0556214801,147.040791666667,55.3180833333333
0783520301,246.697208333333,14.3552222222222
0092850101,212.338041666667,26.3311944444444
0653050201,303.179583333333,-56.3741944444444
0556030101,194.040458333333,-5.76169444444444
0691320801,335.700458333333,-17.8740277777778
0109141401,180.783625,44.5034444444444
0811213401,254.532833333333,-42.6745555555555
0103861001,51.3332916666667,-6.12141666666667
0505900801,9.55566666666667,40.7368055555556
0300490301,322.088916666667,70.5498888888889
0094382501,51.5795,2.40077777777778
0723700201,255.224541666667,64.1761666666667
0785102301,36.299625,-5.38547222222222
0793581101,35.569,-5.41072222222222
0305590301,286.59225,19.8613333333333
0134522001,82.2290416666667,-65.4278055555556
0300960637,204.789833333333,-9.78469444444444
0148450101,154.418333333333,-46.4372777777778
0100240201,202.686333333333,24.2591666666667
0402820101,277.254625,0.497277777777778
0673140301,267.821,-37.3914166666667
0677182101,330.501166666667,-9.80788888888889
0827240201,8.7225,-44.3510833333333
0304070901,191.938291666667,34.1130277777778
0804930201,153.729333333333,-47.1300277777778
0724190801,156.468291666667,-57.8396388888889
0305750301,256.4545,60.2810833333333
0200080734,168.352833333333,6.17483333333333
0414980101,187.254166666667,10.6473611111111
0102580601,31.4629166666667,64.8232777777778
0700381001,233.960375,-28.8082222222222
0743520201,287.833625,0.561694444444444
0150610201,318.69625,6.14583333333333
0761940301,212.216416666667,-61.1566388888889
0109465301,270.160375,8.14508333333333
0505200101,98.2255833333333,5.82941666666667
0059800101,159.965916666667,20.8745833333333
0691660401,66.7479583333333,26.1261388888889
0691190101,110.747708333333,-25.7958055555556
0401700501,343.515958333333,16.1345555555556
0306060201,179.637583333333,43.9756944444444
0212481001,10.3330833333333,25.5083611111111
0690744601,82.6931666666667,-69.1545555555556
0654440101,329.333416666667,-7.78225
0149010201,140.166291666667,37.1600277777778
0300270201,167.878625,-76.3586666666667
0067140201,164.877958333333,-77.0124166666667
0112951601,257.123958333333,78.7308055555556
0406740201,128.909291666667,24.9670833333333
0404968601,33.5231666666667,-3.51619444444444
0677770137,356.019875,-56.1766388888889
0206670201,26.5465,61.7686666666667
0071740501,83.931375,-66.8943055555556
0725310147,136.736208333333,0.914861111111111
0203470401,258.529666666667,-39.4026388888889
0201500201,283.471333333333,-1.06241666666667
0303110401,14.0672083333333,0.559694444444444
0823580801,192.462333333333,-41.2506111111111
0145750101,170.840875,1.60155555555556
0679381101,172.097291666667,58.5869444444444
0604020101,176.861875,49.7445
0601740601,180.685875,-53.8078888888889
0725290131,136.012916666667,-1.07811111111111
0720110701,214.496958333333,25.1124166666667
0690800401,141.947541666667,-6.10005555555556
0820911401,181.375708333333,69.5688333333333
0670380101,321.676833333333,-65.3731111111111
0502920101,140.550125,6.66722222222222
0012850601,110.180208333333,71.1885555555556
0692900201,43.5434583333333,-60.8690833333333
0693380501,173.145208333333,27.6707222222222
0555170201,89.91425,-50.4285277777778
0112231001,243.953125,-6.47638888888889
0606320101,180.777583333333,44.5044444444444
0651790101,186.809,9.35502777777778
0673080101,218.6635,-36.3135833333333
0021140801,263.247708333333,43.7723055555556
0094360401,48.33775,36.6135833333333
0700182201,46.08675,-44.0190833333333
0651230201,131.385625,-50.7046111111111
0851180801,229.018833333333,56.27725
0762360101,323.444291666667,57.47025
0744410901,227.781166666667,6.10008333333333
0601213301,15.4245416666667,-73.1422222222222
0603510601,129.26675,-45.9144444444444
0655571401,241.613666666667,27.6367777777778
0147210101,241.286916666667,17.7219166666667
0673000144,334.215791666667,-0.104805555555556
0827250601,9.78120833333333,-44.62525
0112940501,48.8161666666667,-55.3511388888889
0677600131,36.6195833333333,-5.80411111111111
0691030101,190.543208333333,-69.3794722222222
0503550201,248.553833333333,36.9960833333333
0162360133,132.30825,-45.65375
0300310301,234.158416666667,54.5881111111111
0601830301,81.6839166666667,-63.7324722222222
0013340101,280.348333333333,-4.95966666666667
0801950301,74.9269166666667,-49.75475
0119940501,272.093583333333,-36.9552222222222
0551780401,227.750166666667,5.73319444444444
0722140401,214.080458333333,23.2856944444444
0152660101,222.7735,27.1838333333333
0720340201,115.297291666667,20.4035277777778
0090030201,197.049791666667,-65.3324722222222
0111360101,326.134833333333,38.3353333333333
0671090101,78.4658333333333,-67.46625
0203450101,134.613666666667,13.9263888888889
0656201201,177.715333333333,-28.0963333333333
0601212901,14.3280833333333,-73.3160277777778
0551430301,227.323916666667,-66.7978333333333
0650560301,10.716,41.2522222222222
0406752301,255.130041666667,-42.1911666666667
0410581101,60.905375,71.711
0740340601,115.348083333333,-85.642
0790181101,40.6694166666667,-50.82125
0551021201,171.696583333333,2.97808333333333
0112310101,182.626041666667,39.43325
0677180201,348.225833333333,-21.6185
0725310134,136.509541666667,0.809305555555556
0504360101,192.518916666667,-41.4130833333333
0112201101,284.028416666667,1.24536111111111
0677740136,356.955708333333,-54.6241388888889
0781850801,109.920333333333,11.4545555555556
0721730401,21.0074583333333,-35.0781388888889
0205680101,14.6857916666667,-36.1137777777778
0112200801,262.618166666667,-33.8221388888889
0605000601,120.243875,36.0332777777778
0720251901,176.337166666667,-34.4563888888889
0784860101,267.364625,-28.1115555555556
0556213401,161.420041666667,48.7934166666667
0138951501,237.680666666667,-3.91547222222222
0725290138,135.273541666667,0.50825
0744361801,257.265125,-36.3815555555556
0135960101,267.975958333333,-26.6680555555556
0840840201,17.5266666666667,-67.4410833333333
0307002001,332.508708333333,-36.0765555555556
0784570301,19.3242083333333,-73.4196111111111
0690800701,141.94975,-6.09936111111111
0821871201,196.251,35.1490555555556
0745240201,308.029916666667,37.6486111111111
0150610301,234.207291666667,54.5676111111111
0795630101,13.5475833333333,-70.6153611111111
0651420201,152.99975,53.2086388888889
0724060701,201.35175,-42.9920277777778
0679181301,44.09275,40.2803888888889
0693010601,332.917,-3.81422222222222
0677681234,31.60275,-6.46461111111111
0109461701,166.103125,45.0260277777778
0011420101,100.194625,9.82491666666667
0693800101,269.048583333333,58.2067222222222
0783012401,296.308166666667,4.88366666666667
0804370501,225.20975,1.94280555555556
0129341301,81.2105833333333,-69.6206666666667
0400570201,167.292083333333,61.4253055555556
0780790601,125.9695,28.13375
0153950901,245.651083333333,-15.7309166666667
0111290201,149.207416666667,41.2836111111111
0781890401,263.297791666667,43.5306111111111
0300100201,83.442875,9.96347222222222
0067340201,270.986916666667,-42.5213611111111
0008820601,274.640458333333,-12.1912222222222
0827061301,4.62308333333333,16.4319166666667
0784401101,126.726125,26.5955
0744290201,239.77325,35.0548333333333
0112860301,231.484041666667,51.5860277777778
0804550201,73.27675,-69.4335833333333
0677690141,30.256125,-7.14044444444445
0695000101,187.266291666667,-63.2305555555556
0743070601,33.83975,-56.4469444444444
0505382101,354.549833333333,-55.3954722222222
0105260301,303.3255,-56.7325555555556
0301651401,309.241416666667,66.1139444444444
0158960901,329.743333333333,-30.2415277777778
0656200701,313.122333333333,-61.1923888888889
0203850201,278.883041666667,-7.642
0306680301,48.2262916666667,41.3498333333333
0134550501,244.966916666667,-15.61625
0747440147,27.577875,0.142361111111111
0302440601,96.7473333333333,-35.4730277777778
0021540501,226.6345,1.58152777777778
0018741001,229.683833333333,6.26175
0104860101,65.597,-38.7553888888889
0401870301,76.9761666666667,30.3786944444444
0602420301,274.915166666667,74.5494722222222
0724440101,48.1473333333333,18.6306944444444
0304160401,267.946833333333,23.1002222222222
0801740501,83.9234583333333,-67.5849166666667
0693660401,290.272125,-45.8504444444444
0141980201,23.4899166666667,30.9746111111111
0203361201,150.10475,2.48797222222222
0070340301,165.906041666667,35.8927222222222
0741032701,232.44,39.7782777777778
0087350601,322.516333333333,12.1508611111111
0679980701,277.386333333333,-23.8200833333333
0506260401,68.429625,-13.28
0005210101,175.814583333333,20.0836111111111
0677181701,195.396208333333,-6.80638888888889
0783010601,281.255583333333,43.6439444444444
0555220101,329.744166666667,-20.1100277777778
0720110401,214.509041666667,25.108
0824450801,187.031875,44.0568888888889
0727760501,284.169916666667,-37.9296944444444
0122330301,82.842375,21.9591944444444
0747410136,21.6235,-0.392583333333333
0652570401,253.455666666667,39.78625
0560180401,248.976416666667,-47.6173888888889
0830191501,202.501333333333,47.1998055555555
0403530501,11.40725,41.6765833333333
0652350401,236.313916666667,-34.3191944444444
0504140101,90.1803333333333,-40.01125
0065790101,148.029166666667,-1.77794444444444
0672660401,274.034333333333,42.6855833333333
0067340301,272.107458333333,-31.31775
0504990101,216.932166666667,-60.8897222222222
0728180301,172.323958333333,-4.43044444444444
0205510401,233.72275,23.5284444444444
0743630901,266.399833333333,-28.9833333333333
0110950401,197.447333333333,8.3025
0830550801,21.910625,19.1634166666667
0604961301,53.131125,-27.8381111111125
0305360401,211.179375,43.4777777777778
0652610101,230.327291666667,-40.6211111111111
0402280101,268.68925,-29.8480555555556
0502430201,149.438875,65.5848055555555
0605391201,212.115208333333,55.5175277777778
0110012501,220.249166666667,-62.6917222222222
0671540601,146.524083333333,9.89308333333333
0402920101,244.180958333333,-50.0038333333333
0405550401,281.884,-63.3530277777778
0150280501,49.6615833333333,-66.6013611111111
0109530101,161.43025,-59.37875
0142770301,202.364041666667,58.4045
0677730134,355.574375,-52.7903611111111
0691610301,194.351916666667,27.46725
0824610101,186.449458333333,33.5753611111111
0206490301,337.127291666667,-24.8251111111111
0800400601,132.743875,-0.185638888888889
0783880801,224.777625,52.7963055555556
0655670101,267.36625,-28.1100833333333
0502480301,52.0594166666667,-31.0616111111111
0824450501,210.977083333333,54.3940833333333
0782600101,283.236708333333,47.5393611111111
0722900101,19.7807916666667,11.3729722222222
0747410141,20.3729166666667,-0.142166666666667
0690743001,78.8126666666667,-69.3806944444445
0082340101,169.567916666667,7.79469444444444
0651930201,282.240291666667,0.00133333333333333
0740820401,97.7372916666667,-24.0856666666667
0824910201,151.923833333333,38.0412222222222
0783770501,254.467083333333,35.3155833333333
0603380101,296.955875,27.7612222222222
0148790101,38.56825,-43.7763333333333
0097610801,350.798666666667,58.8096666666667
0141170101,148.727166666667,-20.4126388888889
0200530301,164.115541666667,7.04225
0827221401,53.0914166666667,-27.4103611111111
0692510201,142.128291666667,18.8344444444444
0503480701,281.073083333333,-73.2496388888889
0146500101,241.438,25.8906666666667
0554121001,161.416375,59.008
0743010101,193.353958333333,-48.7774166666667
0823780401,51.145,34.1979444444444
0102640801,23.7157083333333,30.7686111111111
0822330301,287.835791666667,9.88822222222222
0651780101,18.2385,15.5468333333333
0820770132,48.566125,10.9151944444444
0677580133,37.5023333333333,-4.16730555555556
0653550301,275.43725,-27.5500277777778
0075140401,288.566583333333,4.90613888888889
0761690301,288.539166666667,9.86386111111111
0510010501,91.5927083333333,-69.84475
0651470401,65.0032083333333,-50.40925
